docName	sentence
Advaita_Vedanta	He realized that many people would ask him , `` If a person 's soul is really one with God all along , then what makes a person feel so separate from God ? ''
Advaita_Vedanta	His answer to this was that we are ignorant of our real self being God because we see through a kind of filter -- like looking through a dirty piece of glass -- and he called this filter we look through , maya , which means `` illusion '' in Sanskrit .
Advaita_Vedanta	Shankara said that our ignorance makes us feel very separate from God , and even from everything around us .
Advaita_Vedanta	Shankara suggested that the best way people can find the truth is for them to try to clear their thinking of all ignorant thoughts , be very good , and think very hard about who they really are .
Advaita_Vedanta	He said that if a person did all these things he would realize that God was himself all along .
Advaita_Vedanta	This is a very different idea from some other religions where we are told we are separate from God and need to go to Him .
Advaita_Vedanta	In Advaita , the idea is that people never really were separate from God , but their ignorance made them see it that way .
Advaita_Vedanta	Not all Hindus believe in Advaita Vedanta .
Advaita_Vedanta	Many others believe there is a difference between a person 's soul and God , just like in many other religions .
A1_Grand_Prix	A1 Grand Prix ( A1GP ) was a ` single make ' open wheel car auto racing series .
A1_Grand_Prix	It was different from most racing series .
A1_Grand_Prix	The drivers represented their nation as opposed to themselves or a team .
A1_Grand_Prix	The series was ratified by the Fédération Internationale de l'Automobile ( FIA ) .
A1_Grand_Prix	Races were held in the traditional Formula One off-season , winter the northern hemisphere .
A1_Grand_Prix	The seeries was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai in 2003 .
A1_Grand_Prix	Tony Teixeira took control of the series in 2006 , leading it to liquidation by 2009 .
A1_Grand_Prix	The concept was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai in 2003 .
A1_Grand_Prix	Brian Menell and Tony Teixeira were appointed to run the sale of franchises .
A1_Grand_Prix	Thirty franchises were made available .
A1_Grand_Prix	Twenty-five of the franchises were purchased for the 2005-06 A1 Grand Prix season .
A1_Grand_Prix	It began on 25 September 2005 .
A1_Grand_Prix	The first race was the A1 Grand Prix of Nations Great Britain at the Brands Hatch circuit in the United Kingdom .
A1_Grand_Prix	The first season was planned for 12 rounds .
A1_Grand_Prix	Eash round was two races in a weekend .
A1_Grand_Prix	The Curitiba , Brazil in January 2006 was canceled .
A1_Grand_Prix	Nelson Piquet , Jr. won the inaugural race of the series for A1 Team Brazil .
A1_Grand_Prix	A1 Team France were crowned the first-ever A1 Grand Prix world champions with 172 points .
A1_Grand_Prix	Switzerland were second with 121 points and A1 Team Great Britain third with 97 points .
A1_Grand_Prix	The 2006-07 season started on 1 October 2006 at Circuit Park Zandvoort , and the last race at Brands Hatch on 29 April 2007 .
A1_Grand_Prix	Team Germany won it with 128 points , 35 points lead ahead of Team New Zealand .
A1_Grand_Prix	The 2008-09 season saw the new Powered by Ferrari A1GP car .
A1_Grand_Prix	The opening of the 2009-10 season was canceled five days before practice was due to begin .
A1_Grand_Prix	Due to the series ' financial problems , none of the scheduled races take place .
A1_Grand_Prix	The cars and series infrastructure were tied up in London .
A1_Grand_Prix	No comment was coming from A1GP .
A1_Grand_Prix	More races were canceled .
A1_Grand_Prix	An announcement made on 5 November 2009 stating that the races in China and Malaysia would not be taking place .
A1_Grand_Prix	The last race that was to be held in the season was the Dutch round .
A1_Grand_Prix	That race was change to a Superleague Formula race .
A1_Grand_Prix	This ended the hopes the season would start and also put the future of the series in doubt .
Academy_Award_for_Best_Picture_(1930s)	The Academy Award for Best Picture is one of the Academy Awards .
Academy_Award_for_Best_Picture_(1930s)	Also called Oscars , the Academy Awards are given to people working in the movie industry by the American Academy of Motion Picture Arts and Sciences ( AMPAS ) .
Academy_Award_for_Best_Picture_(1930s)	In the list below , the winner of the award for each year between 1930 and 1939 is shown first , followed by the other nominees .
Academy_Award_for_Best_Picture_(1930s)	The name of the award becomes Best Picture in 1930 .
Academy_Award_for_Best_Picture_(1930s)	1930-31 Cimarron - RKO Radio - William LeBaron .
Academy_Award_for_Best_Picture_(1930s)	East Lynne - Fox - Winfield Sheehan , studio head .
Academy_Award_for_Best_Picture_(1930s)	The Front Page - Caddo , United Artists - Howard Hughes .
Academy_Award_for_Best_Picture_(1930s)	Skippy - Paramount - Adolph Zukor .
Academy_Award_for_Best_Picture_(1930s)	Trader Horn - Metro-Goldwyn-Mayer - Irving G. Thalberg .
Academy_Award_for_Best_Picture_(1930s)	1931-32 Grand Hotel - Metro-Goldwyn-Mayer - Irving Thalberg .
Academy_Award_for_Best_Picture_(1930s)	Arrowsmith - Goldwyn , United Artists - Samuel Goldwyn .
Academy_Award_for_Best_Picture_(1930s)	Bad Girl - Fox - Winfield Sheehan studio head .
Academy_Award_for_Best_Picture_(1930s)	The Champ - Metro-Goldwyn-Mayer - King Vidor .
Academy_Award_for_Best_Picture_(1930s)	Five Star Final - First National - Hal B. Wallis .
Academy_Award_for_Best_Picture_(1930s)	One Hour with You - Paramount - Ernst Lubitsch .
Academy_Award_for_Best_Picture_(1930s)	Shanghai Express - Paramount - Adolph Zukor .
Academy_Award_for_Best_Picture_(1930s)	The Smiling Lieutenant - Paramount - Ernst Lubitsch .
Academy_Award_for_Best_Picture_(1930s)	1932-33 Cavalcade - Fox - Winfield Sheehan studio head .
Academy_Award_for_Best_Picture_(1930s)	42nd Street - Warner Bros. - Darryl F. Zanuck .
Academy_Award_for_Best_Picture_(1930s)	A Farewell to Arms - Paramount - Adolph Zukor .
Academy_Award_for_Best_Picture_(1930s)	I Am a Fugitive from a Chain Gang - Warner Bros. - Hal B. Wallis .
Academy_Award_for_Best_Picture_(1930s)	Lady for a Day - Columbia - Frank Capra .
Academy_Award_for_Best_Picture_(1930s)	Little Women - RKO Radio - Merian C. Cooper with Kenneth MacGowan .
Academy_Award_for_Best_Picture_(1930s)	The Private Life of Henry VIII - London Movies , United Artists ( British ) - Alexander Korda .
Academy_Award_for_Best_Picture_(1930s)	She Done Him Wrong - Paramount - William LeBaron .
Academy_Award_for_Best_Picture_(1930s)	Smilin ' Through - Metro-Goldwyn-Mayer - Irving Thalberg .
Academy_Award_for_Best_Picture_(1930s)	State Fair - Fox - Winfield Sheehan studio head .
Academy_Award_for_Best_Picture_(1930s)	1934 It Happened One Night - Columbia - Harry Cohn .
Academy_Award_for_Best_Picture_(1930s)	The Barretts of Wimpole Street - Metro-Goldwyn-Mayer - Irving Thalberg .
Academy_Award_for_Best_Picture_(1930s)	Cleopatra - Paramount - Cecil B. DeMille .
Academy_Award_for_Best_Picture_(1930s)	Flirtation Walk - First National - Jack L. Warner , Hal B. Wallis with Robert Lord .
Academy_Award_for_Best_Picture_(1930s)	The Gay Divorcee - RKO Radio - Pendro S. Berman .
Academy_Award_for_Best_Picture_(1930s)	Here Comes the Navy - Warner Bros. - Lou Edelman .
Academy_Award_for_Best_Picture_(1930s)	The House of Rothschild - Twentieth Century Pictures , United Artists - Darryl F. Zanuck with William Goetz and Raymond Griffith .
Academy_Award_for_Best_Picture_(1930s)	Imitation of Life - Universal - John M. Stahl .
Academy_Award_for_Best_Picture_(1930s)	One Night of Love - Columbia - Harry Cohn with Everett Riskin .
Academy_Award_for_Best_Picture_(1930s)	The Thin Man - Metro-Goldwyn-Mayer - Hunt Stromberg .
Academy_Award_for_Best_Picture_(1930s)	Viva Villa !
Academy_Award_for_Best_Picture_(1930s)	- Metro-Goldwyn-Mayer - David O. Selznick .
Academy_Award_for_Best_Picture_(1930s)	The White Parade - Fox - Jesse L. Lasky .
Academy_Award_for_Best_Picture_(1930s)	1935 Mutiny on the Bounty - Metro-Goldwyn-Mayer - Irving Thalberg with Albert Lewin .
Academy_Award_for_Best_Picture_(1930s)	Alice Adams - RKO Radio - Pendro S. Berman .
Academy_Award_for_Best_Picture_(1930s)	Broadway Melody of 1936 - Metro-Goldwyn-Mayer - John W. Considine Jr. .
Academy_Award_for_Best_Picture_(1930s)	Captain Blood - Warner Bros.-Cosmopolitan - Hal B. Wallis with Harry Joe Brown and Gordon Hollingshead .
Academy_Award_for_Best_Picture_(1930s)	David Copperfield - Metro-Goldwyn-Mayer - David O. Selznick .
Academy_Award_for_Best_Picture_(1930s)	The Informer - RKO Radio - Cliff Reid .
Academy_Award_for_Best_Picture_(1930s)	The Lives of a Bengal Lancer - Paramount - Louis D. Lighton .
Academy_Award_for_Best_Picture_(1930s)	A Midsummer Night 's Dream - Warner Bros. - Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	Les Misérables - 20th Century , United Artists - Darryl F. Zanuck .
Academy_Award_for_Best_Picture_(1930s)	Naughty Marietta - Metro-Goldwyn-Mayer - Hunt Stromberg .
Academy_Award_for_Best_Picture_(1930s)	Ruggles of Red Gap - Paramount - Arthur Hornblow , Jr. .
Academy_Award_for_Best_Picture_(1930s)	Top Hat - RKO Radio - Pendro S. Berman .
Academy_Award_for_Best_Picture_(1930s)	1936 The Great Ziegfeld - Metro-Goldwyn-Mayer - Hunt Stromberg .
Academy_Award_for_Best_Picture_(1930s)	Anthony Adverse - Warner Bros. - Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	Dodsworth - Goldwyn , United Artists - Samuel Goldwyn with Merritt Hulbert .
Academy_Award_for_Best_Picture_(1930s)	Libeled Lady - Metro-Goldwyn-Mayer - Lawrence Weingarten .
Academy_Award_for_Best_Picture_(1930s)	Mr. Deeds Goes to Town - Columbia - Frank Capra .
Academy_Award_for_Best_Picture_(1930s)	Romeo and Juliet - Metro-Goldwyn-Mayer - Irving Thalberg .
Academy_Award_for_Best_Picture_(1930s)	San Francisco - Metro-Goldwyn-Mayer - John Emerson and Bernard H. Hyman .
Academy_Award_for_Best_Picture_(1930s)	The Story of Louis Pasteur - Warner Bros. - Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	A Tale of Two Cities - Metro-Goldwyn-Mayer - David O. Selznick .
Academy_Award_for_Best_Picture_(1930s)	Three Smart Girls - Universal - Joe Pasternak with Charles R. Rogers .
Academy_Award_for_Best_Picture_(1930s)	1937 The Life of Emile Zola - Warner Bros. - Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	The Awful Truth - Columbia - Leo McCarey with Everett Riskin .
Academy_Award_for_Best_Picture_(1930s)	Captains Courageous - Metro-Goldwyn-Mayer - Louis Lighton .
Academy_Award_for_Best_Picture_(1930s)	Dead End - Goldwyn , United Artists - Samuel Goldwyn with Merritt Hulbert .
Academy_Award_for_Best_Picture_(1930s)	The Good Earth - Metro-Goldwyn-Mayer - Irving Thalberg with Albert Lewin .
Academy_Award_for_Best_Picture_(1930s)	In Old Chicago - 20th Century-Fox - Darryl F. Zanuck with Kenneth MacGowan .
Academy_Award_for_Best_Picture_(1930s)	Lost Horizon - Columbia - Frank Capra .
Academy_Award_for_Best_Picture_(1930s)	One Hundred Men and a Girl - Universal - Charles R. Rogers with Joe Pasternak .
Academy_Award_for_Best_Picture_(1930s)	Stage Door - RKO Radio - Pendro S. Berman .
Academy_Award_for_Best_Picture_(1930s)	A Star Is Born - Selznick International , United Artists - David O. Selznick .
Academy_Award_for_Best_Picture_(1930s)	1938 You Ca n't Take it With You - Columbia - Frank Capra .
Academy_Award_for_Best_Picture_(1930s)	The Adventures of Robin Hood - Warner Bros. - Hal B. Wallis with Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	Alexander 's Ragtime Band - 20th Century-Fox - Darryl F. Zanuck with Harry Joe Brown .
Academy_Award_for_Best_Picture_(1930s)	Boys Town - Metro-Goldwyn-Mayer - John W. Considine , Jr. .
Academy_Award_for_Best_Picture_(1930s)	The Citadel - Metro-Goldwyn-Mayer ( British ) - Victor Saville .
Academy_Award_for_Best_Picture_(1930s)	Four Daughters - Warner Bros.-First National - Hal B. Wallis with Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	La Grande illusion - R. A. O. , World Pictures ( French ) - Frank Rollmer , and Albert Pinkovitch .
Academy_Award_for_Best_Picture_(1930s)	Jezebel - Warner Bros. - Hal B. Wallis with Henry Blanke .
Academy_Award_for_Best_Picture_(1930s)	Pygmalion - Metro-Goldwyn-Mayer ( British ) - Gabriel Pascal .
Academy_Award_for_Best_Picture_(1930s)	Test Pilot - Metro-Goldwyn-Mayer - Louis Lighton .
Academy_Award_for_Best_Picture_(1930s)	1939 Gone with the Wind - Selznick , Metro-Goldwyn-Mayer - David O. Selznick .
Academy_Award_for_Best_Picture_(1930s)	Dark Victory - Warner Bros. - David Lewis .
Academy_Award_for_Best_Picture_(1930s)	Goodbye , Mr. Chips - Metro-Goldwyn-Mayer ( British ) - Victor Saville .
Academy_Award_for_Best_Picture_(1930s)	Love Affair - RKO Radio - Leo McCarey .
Academy_Award_for_Best_Picture_(1930s)	Mr. Smith Goes to Washington - Columbia - Frank Capra .
Academy_Award_for_Best_Picture_(1930s)	Ninotchka - Metro-Goldwyn-Mayer - Sidney Franklin .
Academy_Award_for_Best_Picture_(1930s)	Of Mice and Men - Roach , United Artists - Lewis Milestone .
Academy_Award_for_Best_Picture_(1930s)	The Wizard of Oz - Metro-Goldwyn-Mayer - Mervyn LeRoy .
Academy_Award_for_Best_Picture_(1930s)	Wuthering Heights - Goldwyn , United Artists - Samuel Goldwyn .
Alexander_the_Great	Alexander the Great ( July 20 or 26 , 356 BC - June 10 323 BC ) was an Ancient Greek king of the kingdom of Macedon .
Alexander_the_Great	He was born in the city of Pella and his father was the king Philip II .
Alexander_the_Great	He was taught most of his skills in Athens during his childhood .
Alexander_the_Great	He was taught by a great teacher and world famous philosopher named Aristotle , and through his teachings he became the world 's first great military commander .
Alexander_the_Great	At the age of 20 he became the king of Macedonia , after his father had been assassinated by a former bodyguard .
Alexander_the_Great	He wanted to rule a large empire called Persia .
Alexander_the_Great	He is often listed as one of the greatest military commanders in history , along with Hannibal Barca , Ashoka the Great , Julius Caesar , Genghis Khan , Subutai , Napoleon I of France , and others .
Alexander_the_Great	However , his men soon grew tired of traveling so far , and threatened to revolt .
Alexander_the_Great	Around India , he finally agreed to turn back .
Alexander_the_Great	By the time of his death he had conquered most of the Middle Eastern world known to Europeans , which included ancient Persia , Egypt , and Asia Minor .
Alexander_the_Great	He died in Babylon in 323 BC of an unknown cause .
Alexander_the_Great	Nobody knows the cause of Alexander 's death .
Alexander_the_Great	Some people have said his death was caused by poison in wine , murder or a fever after a battle .
Ashtown_Castle	Ashtown Castle is a towerhouse in the Phoenix Park in Dublin .
Ashtown_Castle	It is now part of the Phoenix Park Visitor Centre .
Ashtown_Castle	It is not clear when the castle was first built .
Ashtown_Castle	It might date back as far as 1430 .
Ashtown_Castle	The roof dates from the 17th century .
Ashtown_Castle	After the building was made bigger and improved , it was used as the house for the Under Secretary of Ireland from 1782 .
Ashtown_Castle	In 1922 , it became the house for the first United States ambassador to Ireland .
Ashtown_Castle	After the ambassador moved to the Chief Secretary 's Lodge , the Papal nuncio used the building until 1978 when he moved .
Ashtown_Castle	In 1978 , the building was in bad shape .
Ashtown_Castle	It could not be repaired .
Ashtown_Castle	When they started to break down the building , they found the towerhouse inside the bigger building .
Ashtown_Castle	It was restored to its old form .
Arrangement_(music)	An arrangement of a musical composition is a reworking of a piece of music so that it can be played by a different instrument or combination of instruments from the original .
Arrangement_(music)	For example , a song written for one voice with piano accompaniment might be arranged so that it can be sung in parts by a choir , or a piece for violin might be arranged so that it can be played on a clarinet instead .
Arrangement_(music)	The person who does the arrangement may be the composer himself , or it may be someone else .
Arrangement_(music)	In music history , composers often published their compositions , saying that the music could be played or sung by various instruments .
Arrangement_(music)	For example , when English composers published madrigals in the late 16th century they often stated that they could be sung by singers or played on viols ( `` apt for voices as for viols '' ) .
Arrangement_(music)	In the Classical music period a composer might publish a sonata , stating that it could be played on the violin or flute or recorder .
Arrangement_(music)	This helped to sell more copies , because violinists , flautists and recorder players might all want to buy the music .
Arrangement_(music)	In a sense this is not really an arrangement , because no changes have been made to the music .
Arrangement_(music)	However , when violin or cello music is arranged so that it can be played on a viola , some changes may be necessary as the viola may be playing in a different key , or some chords may be more awkward the way they were originally written .
Arrangement_(music)	This in an arrangement .
Arrangement_(music)	A popular piece such as The Flight of the Bumble Bee by Rimsky-Korsakov can be played by almost any melodic instrument : violin , xylophone , tuba etc. .
Arrangement_(music)	These are all arrangements .
Arrangement_(music)	When a piece for choir and orchestra is printed for choir members to use , the orchestral part is printed on two staves so that it can be played on a piano for rehearsals .
Arrangement_(music)	This is another kind of arrangement .
Arrangement_(music)	In music history , many composers have made arrangements of music composed by others .
Arrangement_(music)	They did this in order to learn about musical composition , as well as in order to be able to play it on another instrument .
Arrangement_(music)	For example , Johann Sebastian Bach made arrangements of four concertos by Vivaldi so that they could be played on the organ .
Arrangement_(music)	Arrangements are often made by people who play instruments that have not had much music written for them .
Arrangement_(music)	People who play the viola , guitar , tuba etc often arrange other music so that they have a larger repertoire ( more music to play ) .
Arrangement_(music)	Sometimes composers have made changes to the orchestration of works for orchestra written by others .
Arrangement_(music)	They may have done this because instruments had changed since the music was written , or simply because they thought they could do it better .
Arrangement_(music)	For example , Mozart made an arrangement of Handels Messiah , adding instruments such as clarinets which Handel would not have known .
Arrangement_(music)	Rimsky-Korsakov made arrangements of the operas by Musorgsky thinking that he was improving them .
Arrangement_(music)	Arrangements are sometimes made because a player has some disability .
Arrangement_(music)	Cyril Smith , a pianist who only had one arm , played piano duets with his wife Phyllis Sellick .
Arrangement_(music)	They arranged piano duets so that they could be played by three hands .
Arrangement_(music)	Sometimes arrangements are made of well-known classical pieces in which the music is `` jazzed up '' or made to sound more popular for movie or theater performances .
Arrangement_(music)	Sometimes musicians think this is not a good thing .
Arrangement_(music)	Sometimes small vocal groups such as the Swingle Singers make lighthearted versions of works by Bach and others .
Arrangement_(music)	Musicians will never all agree about which is better : an arrangement or the original version .
Arrangement_(music)	Each piece of music should really be judged on its own .
Academy_Award_for_Best_Picture_(1950s)	The Academy Award for Best Picture is one of the Academy Awards .
Academy_Award_for_Best_Picture_(1950s)	Also called Oscars , the Academy Awards are given to people working in the movie industry by the American Academy of Motion Picture Arts and Sciences ( AMPAS ) .
Academy_Award_for_Best_Picture_(1950s)	In the list below , the winner of the award for each year from 1950 to 1959 is shown first , followed by the other nominees .
Academy_Award_for_Best_Picture_(1950s)	1950 All About Eve - 20th Century-Fox - Darryl F. Zanuck .
Academy_Award_for_Best_Picture_(1950s)	Born Yesterday - Columbia - S. Sylvan Simon .
Academy_Award_for_Best_Picture_(1950s)	Father of the Bride - Metro-Goldwyn-Mayer - Pandro S. Berman .
Academy_Award_for_Best_Picture_(1950s)	King Solomon 's Mines - Metro-Goldwyn-Mayer - Sam Zimbalist .
Academy_Award_for_Best_Picture_(1950s)	Sunset Boulevard - Paramount - Charles Brackett .
Academy_Award_for_Best_Picture_(1950s)	1951 An American in Paris - Metro-Goldwyn-Mayer - Arthur Freed .
Academy_Award_for_Best_Picture_(1950s)	Decision Before Dawn - 20th Century-Fox - Anatole Litvak and Frank McCarthy .
Academy_Award_for_Best_Picture_(1950s)	A Place in the Sun - Paramount - George Stevens .
Academy_Award_for_Best_Picture_(1950s)	Quo Vadis - Metro-Goldwyn-Mayer - Sam Zimbalist .
Academy_Award_for_Best_Picture_(1950s)	A Streetcar Named Desire - Feldman , Warner Bros. - Charles K. Feldman .
Academy_Award_for_Best_Picture_(1950s)	1952 The Greatest Show on Earth - DeMille , Paramount - Cecil B. DeMille .
Academy_Award_for_Best_Picture_(1950s)	High Noon - United Artists - Stanley Kramer .
Academy_Award_for_Best_Picture_(1950s)	Ivanhoe - Metro-Goldwyn-Mayer - Pandro S. Berman .
Academy_Award_for_Best_Picture_(1950s)	Moulin Rouge - United Artists - John Huston .
Academy_Award_for_Best_Picture_(1950s)	The Quiet Man - Argosy , Republic - John Ford and Merian C. Cooper .
Academy_Award_for_Best_Picture_(1950s)	1953 From Here to Eternity - Columbia - Buddy Adler .
Academy_Award_for_Best_Picture_(1950s)	Julius Caesar - Metro-Goldwyn-Mayer - John Houseman .
Academy_Award_for_Best_Picture_(1950s)	The Robe - 20th Century-Fox - Frank Ross .
Academy_Award_for_Best_Picture_(1950s)	Roman Holiday - Paramount - William Wyler .
Academy_Award_for_Best_Picture_(1950s)	Shane - Paramount - George Stevens .
Academy_Award_for_Best_Picture_(1950s)	1954 On the Waterfront - Horizon-American , Columbia - Sam Spiegel .
Academy_Award_for_Best_Picture_(1950s)	The Caine Mutiny - Kramer , Columbia - Stanley Kramer .
Academy_Award_for_Best_Picture_(1950s)	The Country Girl - Perlberg-Seaton , Paramount - William Perlberg .
Academy_Award_for_Best_Picture_(1950s)	Seven Brides for Seven Brothers - Metro-Goldwyn-Mayer - Jack Cummings .
Academy_Award_for_Best_Picture_(1950s)	Three Coins in the Fountain - 20th Century-Fox - Sol C. Siegel .
Academy_Award_for_Best_Picture_(1950s)	1955 Marty - Hecht-Lancaster , United Artists - Harold Hecht .
Academy_Award_for_Best_Picture_(1950s)	Love Is a Many-Splendored Thing - 20th Century-Fox - Buddy Adler .
Academy_Award_for_Best_Picture_(1950s)	Mister Roberts - Orange , Warner Bros. - Leland Hayward .
Academy_Award_for_Best_Picture_(1950s)	Picnic - Columbia - Fred Kohlmar .
Academy_Award_for_Best_Picture_(1950s)	The Rose Tattoo - Wallis , Paramount - Hal B. Wallis .
Academy_Award_for_Best_Picture_(1950s)	1956 Around the World in Eighty Days - Todd , United Artists - Michael Todd .
Academy_Award_for_Best_Picture_(1950s)	Friendly Persuasion - Allied Artists - William Wyler .
Academy_Award_for_Best_Picture_(1950s)	Giant - Warner Bros. - George Stevens and Henry Ginsberg .
Academy_Award_for_Best_Picture_(1950s)	The King and I - 20th Century-Fox - Charles Brackett .
Academy_Award_for_Best_Picture_(1950s)	The Ten Commandments - DeMille , Paramount - Cecil B. DeMille .
Academy_Award_for_Best_Picture_(1950s)	1957 The Bridge on the River Kwai - Horizon , Columbia - Sam Spiegel .
Academy_Award_for_Best_Picture_(1950s)	Peyton Place - 20th Century-Fox - Jerry Wald .
Academy_Award_for_Best_Picture_(1950s)	Sayonara - Goetz , Warner Bros. - William Goetz .
Academy_Award_for_Best_Picture_(1950s)	12 Angry Men - Orion-Nova , United Artists - Henry Fonda , and Reginald Rose .
Academy_Award_for_Best_Picture_(1950s)	Witness for the Prosecution - Small-Hornblow , United Artists - Arthur Hornblow , Jr. .
Academy_Award_for_Best_Picture_(1950s)	1958 Gigi - Metro-Goldwyn-Mayer - Arthur Freed .
Academy_Award_for_Best_Picture_(1950s)	Auntie Mame - Warner Bros. - Jack L. Warner .
Academy_Award_for_Best_Picture_(1950s)	Cat on a Hot Tin Roof - Metro-Goldwyn-Mayer - Lawrence Weingarten .
Academy_Award_for_Best_Picture_(1950s)	The Defiant Ones - Kramer , United Artists - Stanley Kramer .
Academy_Award_for_Best_Picture_(1950s)	Separate Tables - Hecht-Hill-Lancaster , United Artists - Harold Hecht .
Academy_Award_for_Best_Picture_(1950s)	1959 Ben-Hur - Metro-Goldwyn-Mayer - Sam Zimbalist .
Academy_Award_for_Best_Picture_(1950s)	Anatomy of a Murder - Preminger , Columbia - Otto Preminger .
Academy_Award_for_Best_Picture_(1950s)	The Diary of Anne Frank - 20th Century-Fox - George Stevens .
Academy_Award_for_Best_Picture_(1950s)	The Nun 's Story - Warner Bros. - Henry Blanke .
Academy_Award_for_Best_Picture_(1950s)	Room at the Top - Romulus , Continental ( British ) - John Woolf and James Woolf .
Aboriginal_land_rights_in_Australia	Aboriginal land rights in Australia are the special set of rights given to Indigenous Australians to own land .
Aboriginal_land_rights_in_Australia	There are many different types of land rights laws .
Aboriginal_land_rights_in_Australia	They all allow the government to grant land to indigenous ( native ) Australians under many different conditions ( terms ) .
Aboriginal_land_rights_in_Australia	Land rights schemes are in place in the Northern Territory , Queensland , New South Wales , South Australia , and Victoria .
Aboriginal_land_rights_in_Australia	Under these laws , the title to the land is normally given to a community or ethnic group , not an individual .
Aboriginal_land_rights_in_Australia	Usually , land that has been granted in a land rights claim can not be sold , traded , or mortgaged .
Aboriginal_land_rights_in_Australia	Grants will be normally require that the land be passed down to future generations through inheritance .
Aboriginal_land_rights_in_Australia	The passing of Aboriginal land rights laws in Australia was caused by many important Aboriginal protests .
Aboriginal_land_rights_in_Australia	It was not until the 1970s , though , that there came an organised movement for the recognition of Aboriginal land rights .
Aboriginal_land_rights_in_Australia	On 1 May 1946 , more than 800 Aboriginal stockmen in the Pilbara region of Western Australia went on strike .
Aboriginal_land_rights_in_Australia	They demanded wages for their work .
Aboriginal_land_rights_in_Australia	They were joined by other Aboriginal workers from the towns of Port Hedland and Marble Bar .
Aboriginal_land_rights_in_Australia	The strike ended in 1949 .
Aboriginal_land_rights_in_Australia	In 1963 , the government turned part of the Yolngu people 's traditional lands ( in Arnhem Land ) into a bauxite mine .
Aboriginal_land_rights_in_Australia	The Yolngu started a petition ( now called the Yirrkala bark petitions ) to demand the rights to these lands .
Aboriginal_land_rights_in_Australia	The petition was turned into a legal case .
Aboriginal_land_rights_in_Australia	Mining went ahead anyway , and the legal case went on for 41 years .
Aboriginal_land_rights_in_Australia	The Yolngu were finally made a part of the agreement between the government and the mining company in 2011 .
Aboriginal_land_rights_in_Australia	In 1964 and 1965 , students from the University of Sydney formed a group called the Student Action for Aboriginals .
Aboriginal_land_rights_in_Australia	They traveled into New South Wales country towns to research segregation between native and non-native people .
Aboriginal_land_rights_in_Australia	They led protests to get people to know about the issue of Aboriginal civil rights .
Aboriginal_land_rights_in_Australia	It became known as the Freedom Ride movement .
Aboriginal_land_rights_in_Australia	At the time , Aboriginal people were not counted in the census and their civil rights were different to white citizens .
Aboriginal_land_rights_in_Australia	This changed in 1967 , when a referendum gave Aborigines the same rights as white Australians .
Aboriginal_land_rights_in_Australia	The Wave Hill walkoff was in August 1966 .
Aboriginal_land_rights_in_Australia	A total of 200 Gurindji stockmen and servants at Wave Hill cattle station went on strike to demand wages and the return of some of their traditional lands .
Aboriginal_land_rights_in_Australia	The strike went for nine years .
Aboriginal_land_rights_in_Australia	The demand was not met , but the Gurindji stayed camped on their traditional country .
Aboriginal_land_rights_in_Australia	They chose to break the state 's law but obey their own .
Aboriginal_land_rights_in_Australia	It raised popular support for Aboriginal land rights .
Aboriginal_land_rights_in_Australia	Supporters in the cities rallied for the Gurindji and eventually they won title to part of their land .
Aerospace_engineering	Aerospace engineering is a field of engineering that specializes in vehicles that move in fluids .
Aerospace_engineering	This usually means working with airplanes , cars , boats , trains , or spacecrafts .
Aerospace_engineering	To work in Aerospace engineering you must learn a lot .
Aerospace_engineering	This is done depending on what you want to do .
Aerospace_engineering	Aerospace engineers ( those who design and oversee repair of vehicles ) study at a university or college and must earn a degree .
Aerospace_engineering	Technicians ( those who repair and construct vehicles ) will do a shorter course and ` on the job ' training .
Aerospace_engineering	Aerospace jobs include astronauts , pilots , and other professionals .
American_Lacrosse_Conference	The American Lacrosse Conference is a group of colleges and universities in the eastern half of the United States that play NCAA Division I women 's lacrosse against one another each season .
American_Lacrosse_Conference	Women 's lacrosse is the only sport that this conference plays-all members are in other conferences for other sports .
American_Lacrosse_Conference	The conference champion earns a spot in the NCAA Division I women 's lacrosse tournament .
American_Lacrosse_Conference	Current members are : University of Florida .
American_Lacrosse_Conference	Johns Hopkins University .
American_Lacrosse_Conference	University of Michigan .
American_Lacrosse_Conference	Northwestern University .
American_Lacrosse_Conference	Ohio State University .
American_Lacrosse_Conference	Pennsylvania State University .
American_Lacrosse_Conference	Vanderbilt University .
Ashley_Tisdale	Ashley Tisdale ( born July 2 , 1985 , Monmouth County , New Jersey ) is an American actress and singer .
Ashley_Tisdale	She is known for co-starring in the movies High School Musical , High School Musical 2 and High School Musical 3 .
Ashley_Tisdale	She also played candy counter girl , Maddie Fitzpatrick , on the Disney Channel television series The Suite Life of Zack and Cody .
Ashley_Tisdale	She began singing and acting at an early age .
Ashley_Tisdale	Her first studio album was called Headstrong .
